1088622263	20230310	202303	2023	2023.1918											CAN	CANADA	CAN								1	040	040	04	1	1.0	2	1	2	-0.60662622491834	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20230310091500	https://thetyee.ca/Culture/2023/03/10/Through-Laughter-Power-Inequities-Diminished/
1088622264	20230310	202303	2023	2023.1918											CAN	CANADA	CAN								1	040	040	04	1	1.0	4	1	4	-0.60662622491834	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	1	Philippines	RP	RP		13	122	RP	20230310091500	https://thetyee.ca/Culture/2023/03/10/Through-Laughter-Power-Inequities-Diminished/
1088622265	20230310	202303	2023	2023.1918											CAN	CANADA	CAN								1	046	046	04	1	7.0	4	1	4	-0.60662622491834	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	1	Philippines	RP	RP		13	122	RP	20230310091500	https://thetyee.ca/Culture/2023/03/10/Through-Laughter-Power-Inequities-Diminished/
1088622266	20230310	202303	2023	2023.1918											COP	POLICE						COP			0	043	043	04	1	2.8	5	1	5	-10.6024096385542	0								4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20230310091500	https://www.irishmirror.ie/news/irish-news/major-crackdown-dodgy-boxes-underway-29420611
1088622267	20230310	202303	2023	2023.1918											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	10	1	10	-1.97461212976023	0								4	Bathsheba, Saint Joseph, Barbados	BB	BB06	5830	13.2167	-59.5167	-1393237	4	Bathsheba, Saint Joseph, Barbados	BB	BB06	5830	13.2167	-59.5167	-1393237	20230310091500	https://barbadostoday.bb/2023/03/09/bteditorial-st-joseph-residents-right-not-bout-here/
1088622268	20230310	202303	2023	2023.1918											CVL	RESIDENTS						CVL			0	042	042	04	1	1.9	10	1	10	0.0368052999631998	0								4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	20230310091500	https://pcij.org/article/9978/the-last-fishermen-of-ilijan
1088622269	20230310	202303	2023	2023.1918											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	10	1	10	-4	0								4	Arewa, Oyo, Nigeria	NI	NI32	191213	7.53333	3.80472	387630	4	Arewa, Oyo, Nigeria	NI	NI32	191213	7.53333	3.80472	387630	20230310091500	https://www.vanguardngr.com/2023/03/tension-mounts-over-moves-to-dismantle-50-yr-old-military-bridge-in-plateau/
1088622270	20230310	202303	2023	2023.1918											DNK	DENMARK	DNK								0	043	043	04	1	2.8	4	1	4	1.50581793292266	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20230310091500	https://www.ipsnews.net/2023/03/gender-responsive-approach-to-technology-and-innovation-will-ensure-progress-un-international-womens-day-celebration/
1088622271	20230310	202303	2023	2023.1918											EDU	STUDENT						EDU			0	042	042	04	1	1.9	10	1	10	-0.60662622491834	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20230310091500	https://thetyee.ca/Culture/2023/03/10/Through-Laughter-Power-Inequities-Diminished/
1088622272	20230310	202303	2023	2023.1918											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	6	1	6	3.63636363636364	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20230310091500	https://www.newsitem.com/news/local/purcell-still-teaching-at-age-69/article_c4ee766b-d47f-5455-b22d-db65db5dc304.html
1088622273	20230310	202303	2023	2023.1918											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	-6.59630606860159	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20230310091500	https://www.wsws.org/en/articles/2023/03/10/fjud-m10.html
1088622274	20230310	202303	2023	2023.1918											EDU	STUDENT						EDU			0	051	051	05	1	3.4	10	1	10	-0.60662622491834	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20230310091500	https://thetyee.ca/Culture/2023/03/10/Through-Laughter-Power-Inequities-Diminished/
1088622275	20230310	202303	2023	2023.1918											EDU	STUDENT						EDU			0	052	052	05	1	3.5	5	1	5	-6.59630606860159	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20230310091500	https://www.wsws.org/en/articles/2023/03/10/fjud-m10.html
1088622276	20230310	202303	2023	2023.1918											GOV	AUTHORITIES						GOV			0	020	020	02	1	3.0	5	1	5	-4	0								5	Plateau State, Plateau, Nigeria	NI	NI49	23046	9.16667	9.75	-2024992	5	Plateau State, Plateau, Nigeria	NI	NI49	23046	9.16667	9.75	-2024992	20230310091500	https://www.vanguardngr.com/2023/03/tension-mounts-over-moves-to-dismantle-50-yr-old-military-bridge-in-plateau/
1088622277	20230310	202303	2023	2023.1918											GOV	ELECTION COMMISSION						GOV			0	036	036	03	1	4.0	10	1	10	-4.61165048543689	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230310091500	https://zeenews.india.com/india/after-manish-sisodia-its-arvind-kejriwals-turn-next-conman-sukesh-chandrasekhar-2581973.html
1088622278	20230310	202303	2023	2023.1918											GOV	DISTRICT COMMISSIONER						GOV			1	036	036	03	1	4.0	1	1	1	-0.37488284910965	0								3	East Norwalk, Connecticut, United States	US	USCT		41.1057	-73.3985	206841	3	East Norwalk, Connecticut, United States	US	USCT		41.1057	-73.3985	206841	20230310091500	https://www.nancyonnorwalk.com/third-taxing-district-presented-with-option-to-underground-utilities-on-east-avenue/
1088622279	20230310	202303	2023	2023.1918											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	10	1	10	0	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20230310091500	https://eng.belta.by/president/view/lukashenko-to-host-government-meeting-to-review-economic-performance-in-2022-157195-2023/
1088622280	20230310	202303	2023	2023.1918											GOV	HOME MINIST						GOV			1	040	040	04	1	1.0	2	1	2	3.62976406533575	0								4	Mahila, Rajasthan, India	IN	IN24	70238	28.9842	74.3117	11432555	4	Mahila, Rajasthan, India	IN	IN24	70238	28.9842	74.3117	11432555	20230310091500	https://zeenews.india.com/india/2024-polls-pm-narendra-modi-to-hold-massive-rallies-in-lok-sabha-seats-bjp-lost-in-2019-2581951.html
1088622281	20230310	202303	2023	2023.1918											GOV	MINISTRY						GOV			0	046	046	04	1	7.0	5	1	5	-1.6609672691744	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20230310091500	https://thetyee.ca/News/2023/03/10/Documents-Reveal-Rural-Policing-Money-Going-CIRG/
1088622282	20230310	202303	2023	2023.1918											GOV	AUTHORITIES						GOV			0	120	120	12	3	-4.0	5	1	5	-4	0								5	Plateau State, Plateau, Nigeria	NI	NI49	23046	9.16667	9.75	-2024992	5	Plateau State, Plateau, Nigeria	NI	NI49	23046	9.16667	9.75	-2024992	20230310091500	https://www.vanguardngr.com/2023/03/tension-mounts-over-moves-to-dismantle-50-yr-old-military-bridge-in-plateau/
1088622283	20230310	202303	2023	2023.1918											GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	10	1	10	-6.59630606860159	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20230310091500	https://www.wsws.org/en/articles/2023/03/10/fjud-m10.html
1088622284	20230310	202303	2023	2023.1918											GOV	AMBASSADOR						GOV			1	190	190	19	4	-10.0	10	1	10	-1.97461212976023	0								4	Bathsheba, Saint Joseph, Barbados	BB	BB06	5830	13.2167	-59.5167	-1393237	4	Bathsheba, Saint Joseph, Barbados	BB	BB06	5830	13.2167	-59.5167	-1393237	20230310091500	https://barbadostoday.bb/2023/03/09/bteditorial-st-joseph-residents-right-not-bout-here/
1088622285	20230310	202303	2023	2023.1918											HINAST700	YOGA				HIN					1	046	046	04	1	7.0	10	1	10	0.979192166462669	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20230310091500	https://www.newsitem.com/community_calendar/community-calendar/article_5bcf337b-9fba-5366-8bc1-a70b72e9ffba.html
1088622286	20230310	202303	2023	2023.1918											HLHEDU	HOSPITAL						HLH	EDU		0	140	140	14	3	-6.5	6	1	6	-3.45454545454545	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20230310091500	https://www.irishexaminer.com/opinion/columnists/arid-41089546.html
1088622287	20230310	202303	2023	2023.1918											IGOUNO	UNITED NATIONS		UNO				IGO			1	042	042	04	1	1.9	10	1	10	1.50581793292266	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20230310091500	https://www.ipsnews.net/2023/03/gender-responsive-approach-to-technology-and-innovation-will-ensure-progress-un-international-womens-day-celebration/
1088622288	20230310	202303	2023	2023.1918											INDGOV	ANDHRA PRADESH	IND					GOV			1	057	057	05	1	8.0	10	1	10	1.13636363636364	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20230310091500	https://www.ptinews.com/pti/Godrej-Agrovet-signs-MoU-with-State-Government-of-Andhra-Pradesh/60672.html
1088622289	20230310	202303	2023	2023.1918											IRL	IRELAND	IRL								1	040	040	04	1	1.0	4	1	4	-3.45454545454545	0								4	Multyfarnham, Westmeath, Ireland	EI	EI29	18307	53.6167	-7.38333	-1504781	4	Multyfarnham, Westmeath, Ireland	EI	EI29	18307	53.6167	-7.38333	-1504781	20230310091500	https://www.irishexaminer.com/opinion/columnists/arid-41089546.html
1088622290	20230310	202303	2023	2023.1918											IRL	IRISH	IRL								1	057	057	05	1	8.0	2	1	2	0.997506234413967	0								3	Buckingham Fountain, Illinois, United States	US	USIL		41.8756	-87.6189	405131	3	Buckingham Fountain, Illinois, United States	US	USIL		41.8756	-87.6189	405131	20230310091500	https://www.irishcentral.com/events/chicago-river-st-patricks-day
1088622291	20230310	202303	2023	2023.1918											IRL	IRISH	IRL								1	057	057	05	1	8.0	8	1	8	0.997506234413967	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Buckingham Fountain, Illinois, United States	US	USIL		41.8756	-87.6189	405131	20230310091500	https://www.irishcentral.com/events/chicago-river-st-patricks-day
1088622292	20230310	202303	2023	2023.1918											ISR	ISRAEL	ISR								0	051	051	05	1	3.4	2	1	2	-2.86852589641434	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	United States	US	US		39.828175	-98.5795	US	20230310091500	http://www.msn.com/en-nz/news/other/judicial-reform-won-t-make-israel-dictatorship-pm-s-brother-to-post-opinion/ar-AA18rUqB
1088622293	20230310	202303	2023	2023.1918											JOR	JORDAN	JOR								1	1124	112	11	3	-2.0	5	1	5	-0.45454545454546	0								0								0								20230310091500	https://www.inforum.com/news/fargo/fargo-non-profit-is-making-a-plea-to-fill-their-furniture-warehouse
1088622294	20230310	202303	2023	2023.1918											JPN	JAPAN	JPN								0	046	046	04	1	7.0	10	1	10	1.15403913697943	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20230310091500	https://www.asianinvestor.net:443/article/weekly-roundup-of-people-news-march-10/483520
